@RELATION goodreads_nlp
	@ATTRIBUTE text  string
	@ATTRIBUTE class        {art,fiction}
@DATA
"The Art of Ratatouille (Hardcover)",art
"Ascending Peculiarity: Edward Gorey on Edward Gorey (Paperback)",art
"The Art of Art History: A Critical Anthology (Paperback)",art
"Rivera (Taschen Basic Art)",art
"The Voices of Silence: Man and His Art (Abridged from the Psychology of Art)",art
"Modern Art: A Very Short Introduction (Paperback)",art
"Schiele (Hardcover)",art
"The Art of Finding Nemo (Hardcover)",art
"Dynamic Light and Shade (Paperback)",art
"Cut It Out (Paperback)",art
"Kiki de Montparnasse (Paperback)",art
"Mark Rothko: A Biography (Paperback)",art
"Walking in This World: The Practical Art of Creativity (Paperback)",art
"Let Us Now Praise Famous Men (Paperback)",art
"The Lord of the Rings: The Art of The Two Towers (Pasta dura)",art
"Mr. Wilson's Cabinet Of Wonder: Pronged Ants, Horned Humans, Mice on Toast, and Other Marvels of Jurassic Technology (Paperback)",art
"The Sketchnote Handbook: The Illustrated Guide to Visual Note Taking (Paperback)",art
"Information is Beautiful (Hardcover)",art
"Obama: An Intimate Portrait: The Historic Presidency in Photographs (Hardcover)",art
"Van Gogh's Ear: The True Story (Kindle Edition)",art
"Laws Guide to Nature Drawing and Journaling (Paperback)",art
"Spectrum 13: The Best in Contemporary Fantastic Art (Paperback)",art
"Red: A Crayon's Story (Hardcover)",art
"الفن (Paperback)",art
"Rodin's Lover (Paperback)",art
"Dali by Dali (Hardcover)",art
"Paul Gauguin: 1848-1903 the Primitive Sophisticate (Paperback)",art
"Secret Language of Color: Science, Nature, History, Culture, Beauty of Red, Orange, Yellow, Green, Blue, & Violet (Hardcover)",art
"9.5 Theses on Art and Class (Paperback)",art
"Artful (Hardcover)",art
"Saga, Vol. 1 (Paperback)",art
"Underwater Dogs (Hardcover)",art
"Mastering Manga with Mark Crilley: 30 Drawing Lessons from the Creator of Akiko (Paperback)",art
"The Art of Wreck-It Ralph (Hardcover)",art
"Abstract City (Hardcover)",art
"Vilppu Drawing Manual (Unknown Binding)",art
"It Chooses You (Hardcover)",art
"Hark! A Vagrant (Hark! A Vagrant, #1)",art
"The Artist's Way Workbook (Kindle Edition)",art
"By Nightfall (Hardcover)",art
"The Autobiography of Alice B. Toklas (Paperback)",art
"The Skillful Huntsman: Visual Development of a Grimm Tale at Art Center College of Design (Paperback)",art
"Rogues' Gallery: The Secret History of the Moguls and the Money that Made the Metropolitan Museum (Hardcover)",art
"The Photographer's Eye: Composition and Design for Better Digital Photos (Paperback)",art
"Spectrum 11: The Best in Contemporary Fantastic Art (Hardcover)",art
"Spectrum 10: The Best in Contemporary Fantastic Art (Paperback)",art
"The Forgery of Venus (Hardcover)",art
"The Art of The Lion King (Hardcover)",art
"The Curious Sofa (Hardcover)",art
"In Focus: National Geographic Greatest Portraits (Hardcover)",art
"Michelangelo (Hardcover)",art
"My Life (Paperback)",art
"Gustav Klimt: Complete Paintings (XXL)",art
"The Atlas of Beauty: Women of the World in 500 Portraits (Hardcover)",art
"The Legend of Zelda: Art & Artifacts (Hardcover)",art
"Art Through the Ages 2 (Paperback)",art
"The Botticelli Secret (Paperback)",art
"Read This If You Want to Take Great Photographs (Paperback)",art
"Michelangelo: A Life in Six Masterpieces (Hardcover)",art
"Cindy Sherman: Retrospective (Paperback)",art
"The Art of Neil Gaiman (Hardcover)",art
"Understanding a Photograph (Paperback)",art
"Habibi (Hardcover)",art
"Les Diners de Gala (Hardcover)",art
"A Bigger Message: Conversations with David Hockney (Hardcover)",art
"A Monster Calls (Paperback)",art
"Radioactive: Marie and Pierre Curie, A Tale of Love and Fallout (Hardcover)",art
"I Love Dick (Paperback)",art
"My Name is Charles Saatchi and I am an Artoholic (Paperback)",art
"Katie and the Mona Lisa (Paperback)",art
"The Red Book: Liber Novus (Hardcover)",art
"The Lost Thing (Hardcover)",art
"Katie and the Sunflowers (Katie)",art
"The Culture Industry (Paperback)",art
"Pre-Raphaelites in Love (Hardcover)",art
"Tuesday (Paperback)",art
"Egyptian Art (Paperback)",art
"The Story of Modern Art (Paperback)",art
"The Journal of Eugene Delacroix (Phaidon Arts and Letters)",art
"The Art of Eric Carle (Paperback)",art
"Henri Matisse (Big Art)",art
"The Art of The Lord of the Rings (Hardcover)",art
"Classical Painting Atelier: A Contemporary Guide to Traditional Studio Practice (Hardcover)",art
"Leonardo's Swans (Paperback)",art
"The Necessity of Art: A Marxist Approach (Peregrine)",art
"Keith Haring Journals (Paperback)",art
"Performance Art: From Futurism to the Present (Paperback)",art
"Secrets of the Gnomes (Hardcover)",art
"The Writings of Marcel Duchamp (Paperback)",art
"Mark Rothko (Paperback)",art
"Vermeer: The Complete Works (Paperback)",art
"Facial Expressions: A Visual Reference for Artists (Paperback)",art
"The Runes of Elfland (Hardcover)",art
"The Calder Game (Chasing Vermeer, #3)",art
"Hey, Wall: A Story of Art and Community (Hardcover)",art
"Silence: Lectures and Writings (Paperback)",art
"The Dance of Death (Paperback)",art
"The Graphic Work Of M. C. Escher",art
"Dare to Sketch: A Guide to Drawing on the Go (Hardcover)",art
"You're Welcome, Universe (Hardcover)",art
"Your Inner Critic Is a Big Jerk: And Other Truths About Being Creative (Hardcover)",art
"The Drawing Lesson: A Graphic Novel That Teaches You How to Draw (ebook)",art
"Ellie",art
"Beyond the Brillo Box: The Visual Arts in Post-Historical Perspective (Paperback)",art
"Rendez-vous with Art (Hardcover)",art
"The Strays (Paperback)",art
"Marbles: Mania, Depression, Michelangelo, and Me (Paperback)",art
"Cezanne: A Life (Hardcover)",art
"Short Nights of the Shadow Catcher: The Epic Life and Immortal Photographs of Edward Curtis (Hardcover)",art
"Titian: His Life (Hardcover)",art
"Just Behave, Pablo Picasso! (Hardcover)",art
"The Drawing Projects: An Exploration of the Language of Drawing (Paperback)",art
"Joan Mitchell: Lady Painter (Hardcover)",art
"Georgia in Hawaii: When Georgia O'Keeffe Painted What She Pleased (Hardcover)",art
"Surface Treatment Workshop: Explore 45 Mixed-Media Techniques (Paperback)",art
"Universal Principles of Design: 100 Ways to Enhance Usability, Influence Perception, Increase Appeal, Make Better Design Decisions, and Teach Through Design (Hardcover)",art
"The Importance of Being Iceland: Travel Essays in Art (Paperback)",art
"Auguste Rodin: Sculptures and Drawings (Paperback)",art
"Van Gogh (Paperback)",art
"Frida (Paperback)",art
"The Feud That Sparked the Renaissance: How Brunelleschi and Ghiberti Changed the Art World (Paperback)",art
"Willow (Willow, #1)",art
"The Pencil (Hardcover)",art
"Refractions: A Journey of Faith, Art, and Culture (Paperback)",art
"Surrealist Art (Paperback)",art
"Dreamers of Decadence (Paperback)",art
"Ghost World (Paperback)",art
"The Amazing Adventures of Kavalier & Clay (Paperback)",art
"Secrets to Drawing Realistic Faces (Paperback)",art
"Museum: Behind the Scenes at the Metropolitan Museum of Art (Hardcover)",art
"Human Anatomy Made Amazingly Easy (Paperback)",art
"The Return of the Real: Art and Theory at the End of the Century  (Paperback)",art
"Marcel Duchamp: 1887-1968; Art as Anti-Art (Paperback)",art
"Jackson Pollock: 1912-1956 (Paperback)",art
"Off the Wall: A Portrait of Robert Rauschenberg (Paperback)",art
"Mondrian (Basic Art)",art
"The Abuse of Beauty: Aesthetics and the Concept of Art (Paperback)",art
"Lucian Freud Paintings (Paperback)",art
"Gerhard Richter: Forty Years of Painting (Hardcover)",art
"Instant Light: Tarkovsky Polaroids (Paperback)",art
"The Banquet Years: The Origins of the Avant-Garde in France, 1885 to World War I (Paperback)",art
"This Is for You (Hardcover)",art
"Leonardo da Vinci (Paperback)",art
"Close to the Knives: A Memoir of Disintegration (Paperback)",art
"Herding Cats (Sarah's Scribbles, #3)",art
"I Don't Draw, I Color! (Hardcover)",art
"The Art of the Hunchback of Notre Dame (Hardcover)",art
"The White Road: Journey into an Obsession (Hardcover)",art
"20th Century Photography: Museum Ludwig Cologne (Paperback)",art
"It's What I Do: A Photographer's Life of Love and War (Hardcover)",art
"Expressionism (Paperback)",art
"The Strange Library (Paperback)",art
"Dreamscapes: Creating Magical Angel, Faery & Mermaid Worlds in Watercolor (Paperback)",art
"Urban Sketching: The Complete Guide to Techniques (Paperback)",art
"The Anatomy Lesson (Hardcover)",art
"Beautiful LEGO (Paperback)",art
"Heavenly Bodies: Cult Treasures & Spectacular Saints from the Catacombs (Hardcover)",art
"The Art of Perspective: The Ultimate Guide for Artists in Every Medium (Paperback)",art
"Bernini: His Life and His Rome (Hardcover)",art
"The Emancipated Spectator (Hardcover)",art
"Balloons Over Broadway: The True Story of the Puppeteer of Macy's Parade (Hardcover)",art
"Japanese Ghosts and Demons: Art of the Supernatural (Paperback)",art
"A Field Guide to Getting Lost (Paperback)",art
"Directing the Story: Professional Storytelling and Storyboarding Techniques for Live Action and Animation (Paperback)",art
"The Lost Battles: Leonardo, Michelangelo And The Artistic Duel That Sparked The Renaissance (Hardcover)",art
"The Creation of Eve (Hardcover)",art
"101 Things I Learned in Architecture School (Hardcover)",art
"A Face to the World: On Self Portraits (Hardcover)",art
"The Art of Fullmetal Alchemist (Hardcover)",art
"Vanishing Point: Perspective for Comics from the Ground Up (Paperback)",art
"Sandy's Circus: A Story About Alexander Calder (Hardcover)",art
"Image on the Edge: The Margins of Medieval Art (Paperback)",art
"The R. Crumb Coffee Table Art Book (Paperback)",art
"The Doré Bible Illustrations (Paperback)",art
"A Child's Book of Art: Great Pictures First Words (Hardcover)",art
"Vermeer: A View of Delft (Hardcover)",art
"Impressionism: Art, Leisure, and Parisian Society (Paperback)",art
"Francesca Woodman (Hardcover)",art
"Necronomicon II (Hardcover)",art
"Art and Feminism (Paperback)",art
"Witkin (Hardcover)",art
"Fushigi Circus (Hardcover)",art
"Carlson's Guide to Landscape Painting (Paperback)",art
"Lipstick Traces: A Secret History of the Twentieth Century (Paperback)",art
"Life Doesn't Frighten Me (Hardcover)",art
"Bibliophile: An Illustrated Miscellany (Hardcover)",art
"Through the Window: Views of Marc Chagall's Life and Art (Hardcover)",art
"Man and His Symbols (Mass Market Paperback)",art
"Monet: Nomade de la lumière (Contre/Champ)",art
"The Short Story of Art: A Pocket Guide to Key Movements, Works, Themes & Techniques (Paperback)",art
"Eliza and Her Monsters (Hardcover)",art
"The World Is Not a Rectangle: A Portrait of Architect Zaha Hadid (Hardcover)",art
"Maya Lin: Artist-Architect of Light and Lines (Hardcover)",art
"Story: Substance, Structure, Style, and the Principles of Screenwriting (Hardcover)",art
"Hiroshige, 100 Views of Edo (Hardcover)",art
"Vanished Smile: The Mysterious Theft of Mona Lisa (Hardcover)",art
"Sculpture: From Antiquity To Present Day (Hardcover)",art
"Art That Changed the World (Hardcover)",art
"Creative Confidence: Unleashing the Creative Potential Within Us All (Hardcover)",art
"The Hobbit: The Desolation of Smaug - Chronicles III: Art & Design (Hardcover)",art
"Dog Loves Drawing (Hardcover)",art
"Treasures of Tutankhamun (Paperback)",art
"Moby-Dick in Pictures: One Drawing for Every Page (Paperback)",art
"Pop Art (Hardcover)",art
"The Sartorialist (The Sartorialist, #1)",art
"Nightmares in the Sky: Gargoyles and Grotesques (Hardcover)",art
"Pictures at an Exhibition (Hardcover)",art
"Roman Art: Romulus to Constantine (Paperback)",art
"Buddhist Art and Architecture (Paperback)",art
"The Art of Kiki's Delivery Service (Hardcover)",art
"Jimmy Corrigan, the Smartest Kid on Earth (Paperback)",art
"Natasha's Dance: A Cultural History of Russia (Paperback)",art
"A Life In Hand (Paperback)",art
"Art for Dummies (Paperback)",art
"Greek Art and Archaeology (Paperback)",art
"I Spy: An Alphabet in Art (Paperback)",art
"The Eleventh Hour (Hardcover)",art
"My Name Is Georgia: A Portrait by Jeanette Winter (Paperback)",art
"The Artist's Handbook (Paperback)",art
"How to Draw Lifelike Portraits from Photographs (Hardcover)",art
"Northern Renaissance Art (Paperback)",art
"Passage (Hardcover)",art
"WACK! Art and the Feminist Revolution (Hardcover)",art
"1000 Tattoos (Paperback)",art
"Art Lover: A Biography of Peggy Guggenheim (Paperback)",art
"Formless: A User's Guide (Hardcover)",art
"I'm the Best Artist in the Ocean! (Hardcover)",art
"Visual Explanations: Images and Quantities, Evidence and Narrative (Hardcover)",art
"To Kill a Mockingbird (Paperback)",fiction
"1984 (Kindle Edition)",fiction
"The Great Gatsby (Paperback)",fiction
"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",fiction
"Animal Farm (Mass Market Paperback)",fiction
"The Catcher in the Rye (Paperback)",fiction
"The Hunger Games (The Hunger Games, #1)",fiction
"The Da Vinci Code (Robert Langdon, #2)",fiction
"The Kite Runner (Paperback)",fiction
"Lord of the Flies (Paperback)",fiction
"The Handmaid's Tale (Paperback)",fiction
"The Hobbit or There and Back Again (Paperback)",fiction
"Pride and Prejudice (Paperback)",fiction
"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",fiction
"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",fiction
"The Alchemist (Paperback)",fiction
"Harry Potter and the Goblet of Fire (Harry Potter, #4)",fiction
"Life of Pi (Paperback)",fiction
"Catching Fire (The Hunger Games, #2)",fiction
"The Girl with the Dragon Tattoo (Millennium, #1)",fiction
"Harry Potter and the Deathly Hallows (Harry Potter, #7)",fiction
"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",fiction
"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",fiction
"Fahrenheit 451 (Kindle Edition)",fiction
"Brave New World (Paperback)",fiction
"Mockingjay (The Hunger Games, #3)",fiction
"The Help (Hardcover)",fiction
"The Book Thief (Hardcover)",fiction
"The Curious Incident of the Dog in the Night-Time (Paperback)",fiction
"Of Mice and Men (Paperback)",fiction
"Slaughterhouse-Five (Paperback)",fiction
"Gone Girl (Paperback)",fiction
"Angels & Demons (Robert Langdon, #1)",fiction
"Jane Eyre (Paperback)",fiction
"The Fault in Our Stars (Hardcover)",fiction
"The Time Traveler's Wife (ebook)",fiction
"The Lovely Bones (Mass Market Paperback)",fiction
"Water for Elephants (Paperback)",fiction
"A Game of Thrones (A Song of Ice and Fire, #1)",fiction
"Memoirs of a Geisha (Mass Market Paperback)",fiction
"The Road (Hardcover)",fiction
"The Girl on the Train (Hardcover)",fiction
"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",fiction
"Catch-22 (Paperback)",fiction
"The Adventures of Huckleberry Finn (Paperback)",fiction
"The Fellowship of the Ring (The Lord of the Rings, #1)",fiction
"One Hundred Years of Solitude (Hardcover)",fiction
"Frankenstein (Paperback)",fiction
"The Picture of Dorian Gray (Paperback)",fiction
"All the Light We Cannot See (Hardcover)",fiction
"The Giver (Paperback)",fiction
"Wuthering Heights (Paperback)",fiction
"American Gods (Kindle Edition)",fiction
"A Thousand Splendid Suns (Hardcover)",fiction
"The Old Man and the Sea (Hardcover)",fiction
"The Martian (Hardcover)",fiction
"Lolita (Paperback)",fiction
"The Stranger (Paperback)",fiction
"The Secret Life of Bees (Paperback)",fiction
"The Girl Who Played with Fire (Millennium, #2)",fiction
"Crime and Punishment (Paperback)",fiction
"Twilight (Twilight, #1)",fiction
"Ender's Game (Ender's Saga, #1)",fiction
"Ready Player One (Ready Player One, #1)",fiction
"Middlesex (Paperback)",fiction
"The Grapes of Wrath (Hardcover)",fiction
"Little Women (Paperback)",fiction
"The Goldfinch (Hardcover)",fiction
"Room (Kindle Edition)",fiction
"Never Let Me Go (Paperback)",fiction
"The Little Prince (Paperback)",fiction
"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",fiction
"The Poisonwood Bible (Hardcover)",fiction
"The Perks of Being a Wallflower (Paperback)",fiction
"Divergent (Divergent, #1)",fiction
"The Bell Jar (Paperback)",fiction
"A Tale of Two Cities (Paperback)",fiction
"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",fiction
"The Night Circus (Hardcover)",fiction
"One Flew Over the Cuckoo's Nest (Mass Market Paperback)",fiction
"The Scarlet Letter (Paperback)",fiction
"Anna Karenina (Paperback)",fiction
"A Clash of Kings  (A Song of Ice and Fire, #2)",fiction
"The Two Towers (The Lord of the Rings, #2)",fiction
"Great Expectations (Paperback)",fiction
"Fight Club (Paperback)",fiction
"The Count of Monte Cristo (Paperback)",fiction
"Dracula (Paperback)",fiction
"The Ocean at the End of the Lane (Hardcover)",fiction
"Sense and Sensibility (Paperback)",fiction
"The Return of the King (The Lord of the Rings, #3)",fiction
"A Man Called Ove (Hardcover)",fiction
"A Wrinkle in Time (Time Quintet, #1)",fiction
"Heart of Darkness (Paperback)",fiction
"A Clockwork Orange (Paperback)",fiction
"Siddhartha (Mass Market Paperback)",fiction
"The Guernsey Literary and Potato Peel Pie Society (Paperback)",fiction
"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",fiction
"The Lost Symbol (Robert Langdon, #3)",fiction
"The Metamorphosis (Paperback)",fiction
"Moby-Dick, or, the Whale (Paperback)",fiction
"The Color Purple (Paperback)",fiction
"Romeo and Juliet (Paperback)",fiction
"My Sister's Keeper (Paperback)",fiction
"Dune (Dune Chronicles, #1)",fiction
"Cat's Cradle (Paperback)",fiction
"East of Eden (Paperback)",fiction
"Flowers for Algernon",fiction
"The Joy Luck Club (Paperback)",fiction
"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",fiction
"Me Before You (Me Before You, #1)",fiction
"Atonement (Paperback)",fiction
"Emma (Paperback)",fiction
"The Adventures of Tom Sawyer (Paperback)",fiction
"Love in the Time of Cholera (Paperback)",fiction
"Atlas Shrugged (Paperback)",fiction
"Extremely Loud and Incredibly Close (Paperback)",fiction
"A Christmas Carol (Paperback)",fiction
"A Storm of Swords (A Song of Ice and Fire, #3)",fiction
"The Unbearable Lightness of Being (Paperback)",fiction
"The Princess Bride (Paperback)",fiction
"Jurassic Park (Jurassic Park, #1)",fiction
"Cloud Atlas (Paperback)",fiction
"The Shining (The Shining, #1)",fiction
"The Brief Wondrous Life of Oscar Wao (Hardcover)",fiction
"The Golden Compass (His Dark Materials, #1)",fiction
"Station Eleven (Hardcover)",fiction
"The Pillars of the Earth (Kingsbridge, #1)",fiction
"Gone with the Wind (Paperback)",fiction
"Little Fires Everywhere (Hardcover)",fiction
"Where'd You Go, Bernadette (Hardcover)",fiction
"Things Fall Apart (Paperback)",fiction
"A Feast for Crows (A Song of Ice and Fire, #4)",fiction
"The Brothers Karamazov (Paperback)",fiction
"The Sun Also Rises (Paperback)",fiction
"Beloved (Paperback)",fiction
"The Secret History (Paperback)",fiction
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch (Mass Market Paperback)",fiction
"Watership Down (Watership Down, #1)",fiction
"New Moon (Twilight, #2)",fiction
"The Rosie Project (Don Tillman, #1)",fiction
"Eleanor Oliphant Is Completely Fine (Hardcover)",fiction
"The Stand (Complete and Uncut)",fiction
"Les Misérables (Mass Market Paperback)",fiction
"Rebecca (ebook)",fiction
"The Secret Garden (Hardcover)",fiction
"The Outsiders (Mass Market Paperback)",fiction
"On the Road (Paperback)",fiction
"And Then There Were None (Paperback)",fiction
"Persuasion (Paperback)",fiction
"Outlander (Outlander, #1)",fiction
"The Odyssey (Paperback)",fiction
"Eclipse (Twilight, #3)",fiction
"The Casual Vacancy (Hardcover)",fiction
"Neverwhere (London Below, #1)",fiction
"The Lord of the Rings (The Lord of the Rings, #1-3)",fiction
"Kafka on the Shore (Paperback)",fiction
"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",fiction
"Inferno (Robert Langdon, #4)",fiction
"Americanah (Hardcover)",fiction
"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",fiction
"11/22/63 (Hardcover)",fiction
"Anne of Green Gables (Anne of Green Gables, #1)",fiction
"The Five People You Meet in Heaven (Paperback)",fiction
"A Confederacy of Dunces (Paperback)",fiction
"World War Z: An Oral History of the Zombie War (Hardcover)",fiction
"A Tree Grows in Brooklyn (Paperback)",fiction
"Bridget Jones's Diary (Bridget Jones, #1)",fiction
"Norwegian Wood (Paperback)",fiction
"Big Little Lies (Hardcover)",fiction
"Their Eyes Were Watching God (Paperback)",fiction
"Breaking Dawn (Twilight, #4)",fiction
"The Amazing Adventures of Kavalier & Clay (Paperback)",fiction
"The Fountainhead (Mass Market Paperback)",fiction
"Charlotte's Web (Paperback)",fiction
"The Wind-Up Bird Chronicle (Paperback)",fiction
"A Dance with Dragons (A Song of Ice and Fire, #5)",fiction
"The Remains of the Day (Paperback)",fiction
"Looking for Alaska (Paperback)",fiction
"The God of Small Things (Hardcover)",fiction
"The Art of Racing in the Rain (Hardcover)",fiction
"The Name of the Rose (Paperback)",fiction
"Insurgent (Divergent, #2)",fiction
"The Thirteenth Tale (Hardcover)",fiction
"The Memory Keeper's Daughter (Paperback)",fiction
"Alice's Adventures in Wonderland & Through the Looking-Glass (Mass Market Paperback)",fiction
"A Prayer for Owen Meany (Paperback)",fiction
"Sharp Objects (Paperback)",fiction
"A Farewell to Arms (Paperback)",fiction
"Treasure Island (Hardcover)",fiction
"Go Set a Watchman (Hardcover)",fiction
"War and Peace (Paperback)",fiction
"The Graveyard Book (Hardcover)",fiction
"Breakfast of Champions (Paperback)",fiction
"Everything I Never Told You (Hardcover)",fiction
"The Hate U Give (Hardcover)",fiction
"All Quiet on the Western Front (Mass Market Paperback)",fiction
"The Master and Margarita (Paperback)",fiction
"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",fiction
"Digital Fortress (Paperback)",fiction
"Hamlet (Paperback)",fiction
"The Lightning Thief (Percy Jackson and the Olympians, #1)",fiction
"The Red Tent (Hardcover)",fiction
"The Call of the Wild (Paperback)",fiction
"Oryx and Crake (MaddAddam, #1)",fiction
"Deception Point (Mass Market Paperback)",fiction
"The Trial (Paperback)",fiction
"The Name of the Wind (The Kingkiller Chronicle, #1)",fiction
"The Underground Railroad (Hardcover)",fiction
"Bel Canto (Paperback)",fiction
"The Cuckoo's Calling (Cormoran Strike, #1)",fiction
"1Q84 (Hardcover)",fiction
"The Nightingale (Hardcover)",fiction
"Do Androids Dream of Electric Sheep? (Kindle Edition)",fiction
"It (Paperback)",fiction
"Dark Places (Hardcover)",fiction
"Don Quixote (Paperback)",fiction
"The Gunslinger (The Dark Tower, #1)",fiction
"Mrs. Dalloway (Hardcover)",fiction
"Eleanor & Park (Hardcover)",fiction
"Holes (Holes, #1)",fiction
"Interview with the Vampire (The Vampire Chronicles, #1)",fiction
"Murder on the Orient Express (Hercule Poirot, #10)",fiction
"The Light Between Oceans (Hardcover)",fiction
"The Notebook (The Notebook, #1)",fiction
"A Visit from the Goon Squad (Hardcover)",fiction
"Life After Life (Todd Family, #1)",fiction
"The Storied Life of A.J. Fikry (Hardcover)",fiction
"The Strange Case of Dr. Jekyll and Mr. Hyde (Paperback)",fiction
"The Historian (Kindle Edition)",fiction
"The Namesake (Paperback)",fiction
"Fifty Shades of Grey (Fifty Shades, #1)",fiction
"And the Mountains Echoed (Hardcover)",fiction
"Infinite Jest (Paperback)",fiction
"For Whom the Bell Tolls (Paperback)",fiction
"Stardust (Paperback)",fiction
"The Time Machine (Paperback)",fiction
"Jonathan Strange & Mr Norrell (Paperback)",fiction
"The Magician's Nephew (Chronicles of Narnia, #6)",fiction
"Madame Bovary (Paperback)",fiction
"The Virgin Suicides (Paperback)",fiction
"Northanger Abbey (Paperback)",fiction
"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",fiction
"Oliver Twist (Paperback)",fiction
"Invisible Man (Paperback)",fiction
"Macbeth (Mass Market Paperback)",fiction
"Paper Towns (Paperback)",fiction
"The Husband's Secret (Hardcover)",fiction
"The Blind Assassin (Paperback)",fiction
"Girl with a Pearl Earring (Paperback)",fiction
"Cutting for Stone (Hardcover)",fiction
"The Godfather (Paperback)",fiction
"High Fidelity (Kindle Edition)",fiction
"Crazy Rich Asians (Crazy Rich Asians, #1)",fiction
"The World According to Garp (Hardcover)",fiction
"Allegiant (Divergent, #3)",fiction
"Perfume: The Story of a Murderer (Paperback)",fiction
"Candide (Paperback)",fiction
"American Psycho (Paperback)",fiction
"Wonder (Hardcover)",fiction
"Gulliver's Travels (Paperback)",fiction
"Mansfield Park (Paperback)",fiction
"Everything Is Illuminated (Paperback)",fiction
"Still Alice (Paperback)",fiction
"Coraline (Paperback)",fiction
"The Sense of an Ending (Hardcover)",fiction
"Breakfast at Tiffany's (Paperback)",fiction
"The Elegance of the Hedgehog (Paperback)",fiction
"The Corrections (Paperback)",fiction
"White Teeth (Paperback)",fiction
"Blindness (Kindle Edition)",fiction
"Interpreter of Maladies (Paperback)",fiction
"Foundation (Foundation #1)",fiction
"The Shack (Kindle Edition)",fiction
"The Circle (Hardcover)",fiction
"Neuromancer (Sprawl, #1)",fiction
"Prince Caspian (Chronicles of Narnia, #2)",fiction
"The Subtle Knife (His Dark Materials, #2)",fiction
"The Three Musketeers (The D'Artagnan Romances, #1)",fiction
"Robinson Crusoe (Paperback)",fiction
"The Sound and the Fury (Paperback)",fiction
"Eragon (The Inheritance Cycle, #1)",fiction
"White Oleander (Paperback)",fiction
"To the Lighthouse (Paperback)",fiction
"The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared (The Hundred-Year-Old Man, #1)",fiction
"A Time to Kill (Jake Brigance, #1)",fiction
"The Screwtape Letters (Hardcover)",fiction
"A Little Life (Hardcover)",fiction
"Carrie (Paperback)",fiction
"No Country for Old Men (Paperback)",fiction
"Gilead (Gilead, #1)",fiction
"She's Come Undone (Mass Market Paperback)",fiction
"The Good Earth (House of Earth, #1)",fiction
"The Man in the High Castle (Paperback)",fiction
"The Maze Runner (The Maze Runner, #1)",fiction
"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",fiction
"The Things They Carried (Paperback)",fiction
"Franny and Zooey (Paperback)",fiction
"Matilda (Paperback)",fiction
"The Pearl (Paperback)",fiction
"Ulysses (Paperback)",fiction
"Freedom (Hardcover)",fiction
"The Horse and His Boy (Chronicles of Narnia, #5)",fiction
"Like Water for Chocolate (Paperback)",fiction
"My Brilliant Friend (The Neapolitan Novels, #1)",fiction
"House of Leaves (Paperback)",fiction
"Blood Meridian, or the Evening Redness in the West (Paperback)",fiction
"A Separate Peace (Paperback)",fiction
"As I Lay Dying (Paperback)",fiction
"The Silmarillion (Middle-Earth Universe)",fiction
"The Bad Beginning (A Series of Unfortunate Events, #1)",fiction
"Snow Flower and the Secret Fan (Kindle Edition)",fiction
"Little Bee (Paperback)",fiction
"The Devil Wears Prada (The Devil Wears Prada, #1)",fiction
"A Portrait of the Artist as a Young Man (Paperback)",fiction
"Midnight's Children (Paperback)",fiction
"The Bluest Eye (Paperback)",fiction
"The Plague (Paperback)",fiction
"The Amber Spyglass (His Dark Materials, #3)",fiction
"The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy, #2)",fiction
"Homegoing (Hardcover)",fiction
"Choke (Paperback)",fiction
"A Gentleman in Moscow (Paperback)",fiction
"The Magicians (The Magicians #1)",fiction
"The House of the Spirits (Paperback)",fiction
"Anansi Boys (Mass Market Paperback)",fiction
"Fried Green Tomatoes at the Whistle Stop Cafe (Hardcover)",fiction
"The Hound of the Baskervilles (Sherlock Holmes, #5)",fiction
"Thirteen Reasons Why (Hardcover)",fiction
"Divine Secrets of the Ya-Ya Sisterhood (Paperback)",fiction
"Snow Crash (Kindle Edition)",fiction
"Sarah's Key (Hardcover)",fiction
"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",fiction
"State of Wonder (Hardcover)",fiction
"Tess of the D'Urbervilles (Paperback)",fiction
"Fangirl (Kindle Edition)",fiction
"The Iliad (Paperback)",fiction
"Dubliners (Paperback)",fiction
"Sophie's World (Paperback)",fiction
"Watchmen (Watchmen #1-12)",fiction
